PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,Geometry,ObjectID,x,y,wkid
AS-014,,"446,886","4,041,570","7,535",RG-68172,343,343,,,5438,-11754584.65,4372136.362,102100
MI-0290,,"595,259","3,956,389","5,489",,,90,211DKOT/217PRGR,,5444,-11571265.89,4265852.597,102100
QY-0505,,"674,460","3,945,170","4,230",,60,60,121OGLL,,5452,-11474063.74,4250507.779,102100
MI-0183,,"479,257","3,939,283","6,449",,,300,211DKOT/217PRGR,,5454,-11714038.89,4245320.007,102100
QY-0380,,"636,596","3,900,950","4,060",,173,173,231CHNL,,5460,-11521423.94,4196862.736,102100
QY-0169,,"606,428","3,888,130","4,300",,173,173,220ENRD,,5462,-11558510.61,4181618.835,102100
QY-0867,,"601,364","3,865,420","4,420",,14,14,110ALVM,,5464,-11565005.38,4153856.027,102100
AH-033,,"440,734","4,041,466","7,127",RG-75199,343,343,,,5466,-11762232.16,4371956.432,102100
CX-0097,,"553,080","4,011,790","5,845",,,76,211DKOT,,5468,-11622779.33,4335014.943,102100
TV-272,,"446,180","4,026,771","6,873",RG-74545,"2,109","2,109",122CRTO,,5482,-11755347.89,4353667.712,102100
QU-046,,"445,779","4,056,673","8,298",RG-85735,900,900,,,5483,-11756079.43,4391002.604,102100
AH-007,,"438,276","4,042,843","6,783",RG-73045 S,315,315,,,5484,-11765300.21,4373654.37,102100
QU-027,,"444,928","4,069,151","7,551",RG-12649,110,110,,,5486,-11757239.34,4406614.922,102100
QU-125,,"439,916","4,066,200","7,583",X,485,485,,,5488,-11763464.6,4402876.766,102100
MI-0096,,"495,798","3,924,291","5,879",,,164,231CHNL,,5489,-11693702.86,4226857.98,102100
MI-0173,,"610,803","3,927,296","4,510",,,140,221MRSN,,5492,-11552576.58,4229717.831,102100
QY-0225,,"616,364","3,892,180","4,090",,99,99,110AVMB/220ENRD,,5496,-11546309.54,4186439.732,102100
AS-013,,"444,342","4,042,420","7,385",RG-62489,750,570,,,5500,-11757754.29,4373177.725,102100
QY-0960,,"610,266","3,869,240","4,230",,35,35,110AVMB,,5503,-11554101.49,4158406.743,102100
QY-0116,,"664,983","3,887,170","3,980",,69,69,231CHNL,,5504,-11487013.76,4179366.573,102100
QY-0383,,"629,497","3,904,930","4,020",,200,200,231CHNL,,5505,-11530037.17,4201882.39,102100
QY-0153,,"607,413","3,893,410","4,090",,371,371,220ENRD,,5508,-11557230.86,4188085.572,102100
MI-0160,,"556,629","3,929,076","4,574",,,115,231SNRS,,5514,-11619036.74,4232536.543,102100
QY-1008,,"669,116","3,871,330","4,160",,70,70,110ALVM,,5523,-11482326.61,4159862.771,102100
CX-0127,,"537,577","4,046,610","6,019",,,16,,,5526,-11641799.95,4378533.718,102100
AS-020,,"446,215","4,041,000","7,479",RG-69994,420,420,,,5531,-11755414.45,4371419.456,102100
QU-127,,"440,965","4,065,124","7,856",X,751,751,,,5532,-11762147.45,4401538.64,102100
AS-023,,"451,423","4,042,330","8,132",RG-64387,99,99,,,5537,-11748949.33,4373118.81,102100
QY-0527,,"650,056","3,950,490","4,531",,153,153,121OGLL,,5538,-11503943.9,4257626.443,102100
MI-0193,,"489,260","3,939,080","6,642",,,210,211DKOT,,5541,-11701745.84,4245091.229,102100
QY-0137,,"677,225","3,886,390","3,880",,48,48,110ALVM,,5543,-11472085.62,4178126.94,102100
QY-0304,,"629,301","3,892,130","3,990",,185,185,231CHNL,,5544,-11530500.92,4186163.014,102100
QY-0405,,"656,481","3,898,430","4,140",,42,42,110ALVM/231CHNL,,5549,-11497157.36,4193371.169,102100
QY-0032,,"599,819","3,887,740","4,300",,76,76,221MRSN,,5553,-11566589.57,4181232.462,102100
QY-0081,,"632,912","3,886,520","3,930",,20,20,110ALVM,,5556,-11526188.85,4179214.935,102100
QY-0876,,"614,242","3,867,120","4,310",,47,47,231CHNL,,5557,-11549286.93,4155751.14,102100
TC-311,,"444,384","4,083,329","7,552",RG-01441 S3,,408,,,5562,-11758033.33,4424384.991,102100
QY-0938,,"591,576","3,872,370","4,450",,113,113,110AVMB,,5564,-11576848.27,4162493.703,102100
TV-185,,"443,531","4,027,603","6,746",RG-26574,180,180,112LAMAb,,5567,-11758642.33,4354683.853,102100
QY-0915,,"642,068","3,863,460","4,740",,234,234,121OGLL,,5570,-11515446.42,4150794.124,102100
QU-097,,"445,641","4,061,763","7,366",?,102,102,,,5573,-11756291.52,4397370.111,102100
CX-0124,,"537,627","4,046,930","6,022",,,17,110AVMB,,5583,-11641736,4378933.269,102100
MI-0104,,"532,352","3,923,422","5,280",,,132,231SNRS,,5586,-11648860.59,4225716.404,102100
TV-139,,"438,605","4,022,824","6,844",RG-88461,400,400,112LAMAb/120SRVB,,5588,-11764714.57,4348686.047,102100
CX-0046,,"588,107","4,047,920","6,715",,,30,,,5591,-11578927.39,4379709.373,102100
QY-0423,,"677,382","3,903,850","3,900",,209,209,231SNRS,,5608,-11471475.82,4199554.374,102100
QY-0910,,"627,953","3,866,810","4,200",,82,82,231CHNL,,5610,-11532582.75,4155149.134,102100
QY-0088,,"631,455","3,880,360","4,030",,57,57,231CHNL,,5627,-11528076.95,4171686.921,102100
AS-040,,"449,472","4,042,930","7,778",RG-31148,150,150,,,5628,-11751379.52,4373854.094,102100
TV-100,,"439,079","4,017,493","7,759",RG-83352,"1,000","1,000",123PICSc,,5637,-11764080.17,4342050.07,102100
MI-0065,,"547,265","3,909,814","4,623",,,40,231SNRS,,5638,-11630654.75,4208880.233,102100
TV-161,,"442,967","4,024,915","6,873",RG-56518,120,120,112LAMA,,5640,-11759320.43,4351328.775,102100
QY-0014,,"594,728","3,883,870","4,475",,138,138,231CHNL,,5643,-11572858.11,4176551.462,102100
MI-0188,,"486,813","3,939,576","6,759",,,100,211GRRS,,5644,-11704753.82,4245699.434,102100
CX-0081,,"564,633","4,016,670","6,070",,,94,211GRRG,,5646,-11608420.68,4340991.954,102100
WL-0111,,"441,282","4,049,908","7,280",RG-61037,115,115,112QTBF,,5648,-11761622.5,4382507.119,102100
CX-0102,,"571,616","4,009,450","6,130",,,110,211GRRG,,5652,-11599838.05,4331938.382,102100
QY-0338,,"653,334","3,894,840","4,220",,133,133,231CHNL,,5654,-11501079.32,4189029.282,102100
MI-0257,,"553,696","3,946,467","4,586",,,28,231SNRS,,5665,-11622508.15,4254020.994,102100
CX-0044,,"585,007","4,049,160","6,910",,,200,211DKOT,,5667,-11582768.59,4381297.747,102100
QY-0221,,"613,503","3,891,470","4,150",,80,80,220ENRD,,5671,-11549816.82,4185612.728,102100
TV-118,,"443,951","4,023,035","6,987",RG-18848,175,175,121CHMT,,5675,-11758084.36,4348994.045,102100
MI-0119,,"588,289","3,924,033","4,294",,,145,231CHNL,,5676,-11580239.9,4226005.393,102100
QY-0058,,"610,015","3,886,960","4,180",,90,90,220ENRD,,5678,-11554146.08,4180130.716,102100
AS-022,,"451,038","4,042,380","8,011",RG-76245,426,426,,,5687,-11749428.38,4373178.529,102100
TV-275,,"446,208","4,026,746","6,875",RG-74545,"2,024","2,020",122CRTO,,5694,-11755312.95,4353636.765,102100
AH-041,,"442,001","4,042,436","7,204",X,,,,,5695,-11760665.12,4373178.428,102100
QY-0856,,"607,519","3,866,750","4,270",,19,19,110ALVM,,5696,-11557485.97,4155398.069,102100
QY-0204,,"611,543","3,893,820","4,000",,45,45,231CHNL,,5699,-11552176.6,4188527.664,102100
BW-0799,,"555,444","4,019,440","5,989",,,130,210CRCS,,5704,-11619789.92,4344520.447,102100
TV-223,,"441,902","4,025,623","6,797",RG-26656,70,70,112LAMA,,5708,-11760647.81,4352202.347,102100
QY-0344,,"650,739","3,889,480","4,060",,108,108,231CHNL,,5712,-11504359.78,4182504.414,102100
QY-0454,,"676,795","3,909,980","3,980",,300,300,231SNRS,,5714,-11472046.7,4207102.523,102100
QY-0881,,"611,221","3,866,770","4,260",,52,52,231CHNL,,5722,-11552973.97,4155368.295,102100
MI-0285,,"563,352","3,956,790","5,800",,,45,211DKOT/217PRGR,,5725,-11610542.58,4266701.393,102100
QY-0507,,"672,697","3,942,780","4,200",,102,102,121OGLL,,5727,-11476287.07,4247600.668,102100
TV-163,,"443,478","4,027,212","6,735",X,80,80,120SRVB,,5729,-11758704.95,4354195.993,102100
QY-0361,,"614,718","3,900,050","4,000",,8,8,110ALVM,,5732,-11548199.08,4196130.876,102100
UC-0072,3.62E+14,"615,406","4,026,249","5,990",CT-00927,300,300,221MRSN,,5750,-11545329.47,4352267.491,102100
CX-0088,,"570,350","4,014,670","6,085",,,17,121OGLL ,,5751,-11601353.82,4338446.892,102100
QY-0024,,"600,799","3,882,790","4,360",,110,110,221MRSN,,5754,-11565459.53,4175146.688,102100
QY-0205,,"610,745","3,893,010","4,020",,96,96,220ENRD,,5758,-11553164.14,4187545.181,102100
WL-0123,,"437,556","3,938,914","7,059",UP-04125,147,147,325ALMT,,5762,-11765280.29,4244624.458,102100
QY-0926,,"650,436","3,869,050","4,870",,285,285,121OGLL/210CRCS,,5764,-11505142.04,4157471.784,102100
QY-0322,,"628,081","3,895,570","4,060",,180,180,231CHNL,,5768,-11531932.26,4190407.668,102100
QY-0290,,"619,676","3,896,260","4,100",,270,270,231CHNL,,5773,-11542196.1,4191396.342,102100
MI-0022,,"442,524","3,901,434","6,793",,,350,300YESO,,5777,-11758881.47,4198502.214,102100
CX-0117,,"548,103","4,064,830","6,160",,,48,110ALVM,,5779,-11628578.34,4401256.263,102100
QU-101,,"445,690","4,061,382","7,286",X,239,143,112QTBF,,5780,-11756227.44,4396893.664,102100
QY-0185,,"615,557","3,893,850","4,060",,294,294,110AVMB/220ENRD,,5783,-11547269.72,4188502.683,102100
UC-0082,,"622,120","4,092,442","5,288",X,45,45,231SNRS,,5786,-11535824.88,4434949.756,102100
QY-0369,,"618,767","3,899,190","4,070",,75,75,231CHNL,,5788,-11543260.4,4195010.022,102100
AS-052,,"449,777","4,043,010","7,835",RG-52455,400,400,,,5789,-11751000.85,4373956.23,102100
MI-0204,,"504,392","3,937,938","6,827",,,,211DKOT/217PRGR,,5790,-11683151.04,4243688.327,102100
QY-0401,,"653,580","3,898,520","4,120",,23,23,231CHNL,,5792,-11500702.29,4193542.799,102100
BW-0800,,"502,386","4,031,410","7,208",,,119,210CRCS,,5800,-11685584.51,4359660.388,102100
QY-0272,,"618,666","3,892,200","4,047",,,,231CHNL,,5808,-11543496,4186427.623,102100
AH-016,,"440,831","4,043,272","6,855",X,,,,,5818,-11762126.98,4374212.51,102100
MI-0014,,"472,879","3,890,426","6,040",,,348,310GLOR,,5820,-11721696.14,4185153.925,102100
QY-0364,,"611,876","3,899,150","4,050",,30,30,220ENRD,,5821,-11551688.96,4195068.911,102100
MI-0064,,"548,446","3,914,243","4,563",,,60,231SNRS,,5832,-11629179.04,4214322.85,102100
AH-040,,"436,585","4,040,041","6,994",RG-84886,546,546,,,5837,-11767377.17,4370140.453,102100
QY-0111,,"656,331","3,879,170","4,120",,33,33,110AVMB,,5846,-11497746.22,4169746.007,102100
MI-0103,,"531,604","3,924,129","5,335",,,150,231SNRS,,5854,-11649775.11,4226590.885,102100
QY-0377,,"630,784","3,901,780","4,050",,213,213,231CHNL,,5856,-11528518.11,4197988.266,102100
CX-0135,,"515,994","4,032,880","6,268",,,18,110PTODC,,5861,-11668681.73,4361476.019,102100
TV-156,,"442,983","4,022,935","6,945",RG-88306,400,400,121CHMT,,5863,-11759284.42,4348861.585,102100
MI-0232,,"461,779","3,952,333","7,624",,,100,110AVMB,,5867,-11735586.33,4261368.586,102100
QY-0547,,"667,711","3,954,990","4,540",,428,428,221MRSN/231CHNL,,5868,-11482129.24,4262795.686,102100
AS-044,,"446,721","4,042,980","7,576",RG-74051,300,300,,,5870,-11754800.63,4373895.841,102100
MI-0015,,"466,846","3,889,050","5,812",,,37,300YESO,,5886,-11729063.68,4183440.069,102100
MI-0034,,"545,112","3,901,614","4,694",,,70,231SNRS,,5888,-11633342.01,4198809.809,102100
QY-0231,,"617,007","3,891,130","4,060",,73,73,110AVMB/221MRSN,,5889,-11545540.31,4185140.675,102100
CX-0027,,"575,709","4,055,020","7,230",,,180,211FRHS,,5891,-11594273.13,4388731.787,102100
MI-0017,,"438,215","3,906,621","6,934",,,470,300YESO,,5892,-11764197.59,4204844.528,102100
MI-0111,,"552,681","3,923,898","4,641",,,75,231SNRS,,5896,-11623919.98,4226184.106,102100
MI-0267,,"573,406","3,951,888","4,828",,,85,231CHNL,,5906,-11598214.09,4260545.164,102100
QY-0220,,"613,463","3,892,100","4,120",,115,115,110AVMB,,5907,-11549856.06,4186386.702,102100
QY-0176,,"615,841","3,895,030","4,060",,108,108,110AVMB,,5912,-11546904.12,4189947.144,102100
TC-316,,"444,117","4,089,815","7,597",RG-01441 S9,384,384,120SRVB/110PTODC,,5916,-11758420.23,4432523.859,102100
QY-0466,,"669,564","3,927,430","3,872",,168,168,110AVMB,,5918,-11480493.7,4228749.327,102100
QY-0110,,"653,980","3,880,360","4,100",,26,26,110AVMB,,5921,-11500589.91,4171253.633,102100
TV-126,,"445,254","4,020,385","7,212",RG-44015,420,420,410PRCG/123PICS,,5924,-11756447.15,4345703.006,102100
QY-0138,,"581,518","3,887,870","4,338",,56,56,231CHNL,,5930,-11588945.46,4181616.469,102100
QY-0457,,"659,985","3,923,610","3,800",,150,150,110AVMB/231SNRS,,5933,-11492325.59,4224261.299,102100
CX-0110,,"551,807","4,076,840","6,390",,,24,110AVMB,,5937,-11623869.91,4416276.424,102100
QY-1011,,"670,925","3,871,060","4,130",,62,62,110AVMB/231CHNL,,5938,-11480127.91,4159490.927,102100
TV-249,,"445,760","4,029,271","6,836",X,130,130,112LAMA,,5946,-11755888.6,4356781.236,102100
QY-0944,,"606,167","3,876,450","4,330",,30,30,110AVMB,,5949,-11558996.02,4167299.027,102100
TC-303,,"445,859","4,082,527","7,542",RG-91787,112,112,,,5950,-11756184.2,4423390.708,102100
TV-150,,"445,312","4,028,085","6,801",RG-78943,84,84,112LAMA,,5952,-11756435.48,4355299.006,102100
UC-0022,,"667,599","4,054,947","4,967",CT-00999,364,364,220ENRD,,5959,-11479891.74,4387012.415,102100
MI-0038,,"559,095","3,906,087","4,355",,,195,231SNRS,,5962,-11616195.38,4204210.007,102100
QY-0177,,"616,353","3,894,660","4,060",,107,107,110AVMB,,5969,-11546284.03,4189484.738,102100
UC-0025,,"673,129","3,992,999","4,496",CT-01311,260,260,210MCDK,,5977,-11474543.92,4309732.146,102100
QU-034,,"444,399","4,061,080","7,265",RG-16175,56,56,,,5981,-11757833.73,4396505.348,102100
QY-0163,,"607,616","3,889,760","4,170",,275,275,220ENRD,,5989,-11557035.71,4183601.992,102100
AH-029,,"438,599","4,040,728","7,035",RG-61751,320,320,,,5993,-11764879.87,4371016.338,102100
UC-0070,3.63E+14,"642,831","4,033,710","5,304",X,76,76,211DKOT,,5999,-11511153.12,4361057.96,102100
MI-0041,,"563,077","3,902,456","4,526",,,355,231SNRS,,6001,-11611351.45,4199712.5,102100
MI-0121,,"590,313","3,922,287","4,725",,,52,231CHNL,,6012,-11577778.88,4223829.582,102100
QY-0181,,"615,557","3,893,850","4,060",,620,620,110AVMB/220ENRD,,6017,-11547269.72,4188502.683,102100
QU-004,3.64E+14,"448,107","4,063,193","7,524",RG-10641 S2,500,500,112QTBF,,6026,-11753229.26,4399179.159,102100
QU-086,,"443,528","4,062,697","7,565",X,440,429,,,6030,-11758932.34,4398522.017,102100
QY-0255,,"611,957","3,896,170","4,020",,60,60,220ENRD,,6036,-11551635.01,4191407.181,102100
UC-0094,3.66E+14,"674,825","4,088,476","4,380",X,140,140,231SNRS,,6037,-11470044.24,4428814.49,102100
QY-0107,,"651,552","3,881,130","4,090",,72,72,110AVMB,,6039,-11503536.91,4172247.469,102100
MI-0018,,"437,496","3,905,965","6,912",,,80,310GLOR,,6043,-11765072.31,4204031.697,102100
QY-0406,,"656,417","3,898,370","4,140",,36,36,110ALVM/231CHNL,,6046,-11497236.88,4193298.844,102100
QY-0533,,"665,804","3,950,980","4,350",,113,113,121OGLL,,6050,-11484567.41,4257885.91,102100
QY-0019,,"593,967","3,886,750","4,280",,30,30,110ALVM,,6052,-11573750.96,4180094.367,102100
AH-003,,"438,881","4,044,061","6,897",RG-51361,410,410,,,6053,-11764558.7,4375180.916,102100
CX-0122,,"550,451","4,051,940","6,175",,,10,110ALVM,,6056,-11625745.74,4385112.762,102100
TV-196,3.62E+14,"436,924","4,023,509","6,696",RG-80207,450,450,120SRVB/112LAMAb,,6057,-11766806.07,4349524.523,102100
MI-0021,,"443,549","3,902,007","6,825",,,420,300YESO,,6060,-11757631.62,4199214.485,102100
QY-0521,,"667,185","3,945,510","4,350",,110,110,121OGLL,,6061,-11482995.65,4251099.791,102100
QY-0479,,"659,574","3,930,680","4,010",,227,227,121OGLL,,6063,-11492674.95,4232980.23,102100
QY-1002,,"660,710","3,876,030","4,060",,36,36,110AVMB,,6065,-11492471.5,4165805.156,102100
QU-011,,"448,142","4,064,339","7,644",RG-10359,114,114,,,6067,-11753194.29,4400614.062,102100
QY-0363,,"611,459","3,898,250","4,070",,,,220ENRD,,6068,-11552212.54,4193969.593,102100
UC-0093,3.66E+14,"649,473","4,091,041","4,727",X,73,73,231SNRS,,6071,-11501660.34,4432641.065,102100
MI-0230,,"599,823","3,937,487","4,554",,,32,211DKOT/217PRGR/110AVMB,,6076,-11565908.52,4242443.959,102100
UC-0088,3.63E+14,"617,694","4,046,235","6,150",CT-00009,595,595,210CRCS,,6077,-11542152.43,4377162.53,102100
MI-0055,,"475,368","3,915,699","6,004",,,35,260SNAN,,6078,-11718738.43,4216234.387,102100
CX-0107,,"548,566","4,072,570","6,305",,,45,110ALVM,,6083,-11627946.28,4410948.054,102100
CX-0018,,"578,051","4,058,700","6,960",,,45,211CRLL,,6084,-11591315.42,4393308.334,102100
MI-0010,,"451,338","3,895,056","6,242",,,16,110AVMB,,6088,-11748054.16,4190728.987,102100
DA-0115,,"288,208","3,556,830","4,165",,,222,112SNTF,,5,-11938473.03,3780123.716,102100
BW-0833,,"124,038","3,593,950","4,267",,,,112ANCH,,17,-12133517.23,3818476.152,102100
BW-0008,,"357,712","3,593,880","5,200",,,130,,,21,-11857102.64,3825566.417,102100
SO-0081,,"323,899","3,827,830","5,036",,,232,112SNTF,,22,-11902268.37,4106569.342,102100
MG-027,,"297,649","3,779,995","6,285",RG-74352,530,530,,,24,-11932851.93,4047787.048,102100
SO-0095,,"345,681","3,785,430","5,724",,,29,110ALVM/310MBLC,,33,-11874994.37,4055483.359,102100
SO-0271,,"328,651","3,763,918","4,569",X,5,5,,,46,-11895089.02,4029057.334,102100
MG-013,,"295,273","3,772,038","7,186",RG-37124,200,200,,,49,-11935510.13,4038084.137,102100
HS-114,,"290,016","3,667,630","4,237",HS-01101,240,240,,,65,-11939109.93,3912184.639,102100
SO-0230,,"322,377","3,733,198","4,488",X,86,86,,,66,-11901957.65,3991794.771,102100
DA-0135,,"323,116","3,547,760","4,212",,,440,112SNTF,,70,-11897114.63,3770169.07,102100
DA-0035,,"322,081","3,595,600","4,025",,,,112SNTF,,73,-11899329.59,3826935.805,102100
JM-022,,"295,159","3,644,428","5,692",LRG-06248,500,500,,,74,-11932400.24,3884548.612,102100
JM-040,,"310,109","3,650,189","4,695",LRG-06882,150,150,,,77,-11914745.37,3891795.867,102100
TO-0001,,"376,061","3,792,930","6,173",,,170,310YESO,,81,-11838419.32,4065134.806,102100
HS-039,,"286,947","3,666,273","4,233",X,,27,,,87,-11942734.24,3910479.445,102100
DA-0130,,"289,963","3,548,030","4,540",,,685,,,93,-11936189.22,3769743.408,102100
JM-024,,"295,184","3,643,233","5,583",LRG-06247,535,535,,,94,-11932340.95,3883120.881,102100
BW-0829,,"193,456","3,748,740","6,813",,,290,112ANCH,,99,-12057274.69,4006598.246,102100
BW-0063,,"368,641","3,551,770","4,068",,,960,110ALVM,,126,-11843512.22,3775736.122,102100
WL-0130,,"324,918","3,770,599","4,608",?,,90,110ALVM,,141,-11899735.79,4037063.925,102100
SA-0206,,"241,056","3,742,445","7,445",X,850,800,123SPRSmid_uppe,,146,-11999878.51,4000707.89,102100
WL-0088,,"204,694","3,627,710","5,823",X,,,110ALVM/121GILA,,151,-12039381.28,3861859.444,102100
BW-0007,,"357,931","3,595,700","5,437",,,189,410PRCG,,152,-11856873.85,3827735.981,102100
BW-0475,,"354,610","3,696,450","5,150",,,97,310ABO,,165,-11862578.5,3948189.139,102100
HS-108,,"289,594","3,668,555","4,312",X,,,,,171,-11939636.88,3913282.041,102100
SO-0040,,"363,926","3,802,570","5,995",,,,310ABO,,183,-11853258.99,4076643.18,102100
DA-0111,,"323,516","3,567,420","4,210",,,,,,184,-11897046.31,3793482.639,102100
DA-0172,,"296,714","3,523,060","4,170",,,,,,186,-11927650.66,3740375.356,102100
SO-0068,,"304,659","3,806,600","5,992",,,268,325MDERL,,194,-11925064.24,4080262.5,102100
SA-0191,,"241,126","3,760,960","6,898",X,,,112QTBF,,207,-12000400.94,4023072.744,102100
WL-0081,,"164,214","3,536,210","4,407",PL-01016,,,,,238,-12083796.58,3751794.044,102100
SO-0018,,"331,492","3,810,380","4,738",,,40,110ALVM,,250,-11892673.73,4085496.032,102100
DA-0086,,"334,556","3,576,880","4,040",,,632,112SNTF,,254,-11884192.1,3804934.912,102100
SO-0137,,"326,642","3,763,759","4,571",X,47,20,,,257,-11897505.99,4028820.574,102100
SA-0231,3.41E+14,"276,299","3,778,098","7,307",RG-78087,250,250,000IRSV ,,275,-11958554.7,4044902.498,102100
HS-022,,"289,799","3,667,695","4,243",X,,12,,,291,-11939370.35,3912256.927,102100
SA-0122,3.35E+14,"227,997","3,754,977","6,864",RG-61144,120,120,112QTBF,,301,-12015992.52,4015398.106,102100
SA-0135,,"271,980","3,697,961","5,252",RG-76210,220,220,112QTBFppm,,317,-11961464.11,3948089.007,102100
DA-0027,,"340,199","3,600,100","4,335",,,790,112SNTF,,318,-11877958.74,3832655.25,102100
BW-0022,,"359,395","3,584,420","4,333",,,600,110ALVM,,348,-11854952.76,3814343.068,102100
DA-0127,,"352,241","3,556,500","4,200",,,977,112SNTF,,354,-11862934.6,3781075.821,102100
SO-0082,,"321,580","3,823,570","5,007",,,,112SNTF,,366,-11904981.85,4101325.421,102100
SA-0062,3.35E+14,"208,650","3,745,050","6,803",X,,,112QTBF,,379,-12038887.67,4002721.781,102100
DA-0046,,"297,274","3,585,680","4,605",,,75,,,385,-11928464.74,3814580.426,102100
SA-0025,3.41E+14,"218,121","3,775,700","7,182",X,,,050QUAL,,386,-12028610.4,4040107.653,102100
SA-0163,,"253,951","3,722,681","6,394",RG-22137,105,50,050QUAL,,391,-11983779.45,3977292.697,102100
BW-0066,,"364,699","3,541,510","4,044",,,"1,209",110ALVM,,405,-11848000.83,3763522.011,102100
DA-0071,,"283,762","3,577,550","4,410",,,18,050QUAL,,409,-11944238.51,3804589.168,102100
SO-0010,,"361,559","3,800,160","6,319",,,145,310ABO,,413,-11856080.05,4073671.557,102100
SA-0156,,"253,853","3,720,940","6,333",RG-22136 POD1,165,165,050QUAL,,415,-11983843.4,3975193.05,102100
DA-0173,,"311,965","3,530,170","4,120",,,,112SNTF,,424,-11909875.33,3749120.632,102100
DA-0012,,"340,140","3,618,290","4,500",,,,112SNTF,,428,-11878374.42,3854329.2,102100
SA-0108,,"253,769","3,716,768","6,470",RG-77851,125,125,112QTBFpd,,446,-11983815.95,3970167.806,102100
TO-0124,,"376,389","3,838,280","7,055",,,245,325MDER,,452,-11838753.77,4120351.011,102100
SO-0133,,"327,795","3,763,488","4,572",X,49,19,,,454,-11896110.92,4028518.056,102100
