PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,Geometry,ObjectID,x,y,wkid
BC-0158,,"380,691","3,891,360","6,761",S-01019,340,340,,,5386,-11834371.49,4185386.123,102100
PC-013,,"369,433","3,909,344","5,735",X,140,140,210MNCSU,,5389,-11848445.68,4207290.404,102100
BC-0135,,"381,618","3,890,710","6,808",S-02116,400,400,,,5395,-11833228.36,4184603.225,102100
BC-0013,3.51E+14,"374,849","3,887,700","6,824",S-00081,140,140,,,5396,-11841448.29,4180797.951,102100
SV-0086,,"378,118","3,900,638","6,519",RG-67401,170,170,325MDER,,5401,-11837668.36,4196738.046,102100
EB-058,,"406,139","3,952,312","6,702",RG-60136,810,810,121TSUQs,,5405,-11804055.31,4260831.058,102100
SV-0056,,"379,569","3,900,594","6,413",RG-95124,300,300,325MDER,,5407,-11835892.79,4196707.897,102100
SV-0073,,"377,701","3,899,002","6,710",RG-92073,,450,325MDER,,5414,-11838151.35,4194721.176,102100
EB-269,3.55E+14,"395,390","3,966,086","5,528",Exempt,860,824,121CHMTv,,5415,-11817481.3,4277718.222,102100
SD-0105,,"394,231","3,877,200","6,472",X,76,76,325MDER,,5418,-11817624.25,4168223.89,102100
AR-0108,,"243,019","4,091,940","5,881",SJ-02504,,,,,5419,-12009764.43,4430537.84,102100
TC-214,3.66E+14,"433,556","4,086,472","7,585",X,,,000EXRV,,5424,-11771591.4,4428231.595,102100
EB-187,,"415,535","3,958,465","6,755",RG-42625,200,200,110ALVM/121TSUQs,,5426,-11792565.94,4268555.177,102100
BC-0197,,"380,743","3,886,730","6,891",S-01093,605,605,,,5437,-11834233.55,4179705.271,102100
BC-0319,,"342,647","3,874,230","4,972",RG-25500S,,350,,,5440,-11880491.73,4163671.983,102100
EB-363,,"401,833","3,943,342","6,295",RG-45867,170,170,112ANCH,,5443,-11809231.76,4249693.147,102100
TO-0461,,"402,913","3,878,300","6,250",,,,112QTBF,,5445,-11807045.06,4169690.813,102100
AR-0104,,"240,539","4,089,310","5,783",X,,,,,5447,-12012760.35,4427146.056,102100
SD-0284,,"379,797","3,890,920","6,739",X,155,155,221TDLT/220ENRD/231CHNL,,5449,-11835456.78,4184831.554,102100
BC-0261,,"375,990","3,886,480","6,689",S-02630,,,,,5451,-11840034.28,4179320.417,102100
BC-0024,3.50E+14,"368,380","3,881,530","6,077",RG-38149,125,125,400PCMB,,5456,-11849240.3,4173118.361,102100
TC-215,,"424,662","4,076,425","7,682",RG-68500,400,400,,,5459,-11782595.25,4415536.062,102100
SD-0288,,"382,952","3,889,310","6,883",X,332,332,325MDER,,5463,-11831576.29,4182906.283,102100
PC-108,,"367,682","3,910,233","5,663",RG-62868,540,540,112SNTFP,,5467,-11850605.41,4208352.306,102100
EB-085,,"407,663","3,958,060","6,610",RG-29524,773,773,121TSUQsf,,5470,-11802253.76,4267957.159,102100
BC-0270,,"374,354","3,888,780","7,118",,,,,,5471,-11842071.16,4182114.708,102100
BC-0020,,"368,494","3,881,450","6,043",RG-54787,,,,,5474,-11849099.74,4173022.3,102100
BC-0087,,"375,372","3,889,220","6,902",S-01469 POD2,340,340,,,5477,-11840835,4182671.87,102100
EB-115,3.53E+14,"405,319","3,939,633","6,356",RG-35282,320,320,121TSUQs,,5481,-11804898.37,4245161.296,102100
BC-0230,,"373,617","3,883,350","6,453",S-00720,,200,,,5494,-11842879.12,4175441.182,102100
EB-357,,"409,367","3,939,823","6,555",RG-38073 X6,"1,500",670,121TSUQs,,5495,-11799926.97,4245447.713,102100
SV-0127,,"379,213","3,899,826","6,613",RG-63129,350,350,325MDER,,5499,-11836315.69,4195758.464,102100
BC-0227,,"380,876","3,890,630","6,701",S-01362,260,260,,,5501,-11834133.7,4184493.102,102100
EB-643,3.54E+14,"400,842","3,949,932","6,438",RG-29725,329,329,121TSUQs,,5512,-11810540.2,4257818.892,102100
AR-0090,,"238,508","4,086,530","5,757",SJ-02356,,,,,5513,-12015188.41,4423583.967,102100
EB-425,,"417,424","3,933,206","6,852",X,,,325MDER,,5517,-11789951.65,4237380.245,102100
SV-0113,,"379,852","3,898,575","6,628",RG-86442,360,360,325MDER,,5520,-11835513.8,4194232.072,102100
SV-0015,,"380,063","3,899,931","6,458",RG-62970 POD2,263,263,325MDER,,5522,-11835277.77,4195901.378,102100
SD-0197,,"382,635","3,884,920","7,028",X,"1,000","1,000",325MDER,,5525,-11831894.21,4177515.152,102100
EB-130,3.54E+14,"404,633","3,939,633","6,321",X,225,225,121TSUQs,,5528,-11805741.25,4245152.272,102100
SV-0003,,"378,004","3,901,032","6,497",RG-69775,240,240,325MDER,,5529,-11837814.32,4197220.267,102100
EB-274,3.54E+14,"412,424","3,954,893","7,106",RG-74921,800,800,121TSUQs,,5539,-11796353.2,4264100.866,102100
SD-0329,,"370,296","3,908,030","5,938",X,40,40,110ALVM,,5545,-11847365.94,4205689.897,102100
EB-360,,"409,439","3,940,199","6,586",RG-46417,460,460,121TSUQsa,,5546,-11799843.19,4245912.69,102100
TC-210,3.65E+14,"434,137","4,075,814","7,668",X,370,370,110AVMB,,5548,-11770762.27,4414868.506,102100
BC-0038,,"379,313","3,887,390","6,753",S-00979,300,300,,,5550,-11835990.77,4180491.812,102100
NM-23319,3.51E+14,"380,384","3,900,089","6,428",RG-64870 POD1,100,100,325MDER,,5559,-11834887.71,4196100.728,102100
EB-401,,"404,500","3,928,864","6,218",RG-16165,146,146,112ANCH,,5561,-11805763.28,4231867.797,102100
EB-676,,"419,707","3,930,852","6,848",RG-18531,325,312,325SAND,,5565,-11787122.45,4234502.957,102100
EB-179,,"414,427","3,957,607","6,994",RG-39168,600,600,121TSUQs,,5569,-11793920.07,4267480.898,102100
SV-0046,,"380,303","3,899,100","6,738",RG-88243,560,560,325MDER,,5571,-11834970.76,4194884.363,102100
EB-347,,"412,242","3,928,269","6,468",X,,,123ESPN,,5572,-11796254.93,4231232.078,102100
SV-0088,,"378,651","3,900,800","6,483",RG-78778,200,200,325MDER,,5574,-11837019.07,4196945.913,102100
BC-0214,,"385,692","3,869,390","7,071",,,,,,5578,-11827923.36,4158529.519,102100
SV-0131,,"377,378","3,900,923","6,582",RG-89023,362,362,325MDER,,5579,-11838578.25,4197075.92,102100
AR-0027,,"224,833","4,077,610","5,567",X,,48,,,5580,-12031888.94,4411873.892,102100
EB-646,3.54E+14,"400,424","3,951,041","6,397",RG-09740,514,514,121TSUQs,,5581,-11811069.67,4259183.426,102100
PP-005,,"434,367","4,006,365","7,203",X,30,30,110ALVM,,5582,-11769817.95,4328159.827,102100
BC-0292,,"378,899","3,887,470","6,783",S-00374,,300,,,5592,-11836497.74,4180583.197,102100
TO-0458,,"401,992","3,878,550","6,261",,,,112QTBF,,5597,-11808172.28,4169985.177,102100
BC-0231,,"378,984","3,885,580","6,895",S-02106,405,405,,,5598,-11836363.14,4178265.942,102100
AR-0036,,"210,453","4,069,790","5,253",X,,,,,5599,-12049475.85,4401497.611,102100
EB-110,,"407,200","3,952,020","6,728",RG-52780,730,730,121TSUQs,,5604,-11802746.05,4260483.96,102100
SV-0114,,"379,816","3,898,707","6,614",X,,,325MDER,,5611,-11835559.97,4194393.636,102100
BC-0289,,"374,318","3,884,010","6,471",S-01446,,140,,,5616,-11842034.47,4176262.52,102100
SD-0172,,"368,139","3,880,190","5,909",X,120,120,400PREC,,5617,-11849510.73,4171471.295,102100
LC-027,,"401,705","3,937,727","6,155",RG-60798,102,102,121TSUQs/112ANCH,,5622,-11809313.01,4242761.001,102100
EB-002,,"399,070","3,935,822","6,064",RG-61825,380,380,112ANCH/120IRSV,,5624,-11812523.37,4240374.436,102100
BC-0045,,"381,293","3,887,010","6,904",,,,,,5629,-11833566.3,4180057.638,102100
EB-219,3.54E+14,"399,267","3,942,749","6,212",RG-00590,300,244,121TSUQs,,5631,-11812377.57,4248925.651,102100
AR-0049,,"220,176","4,074,020","5,492",SJ-03145,49,49,,,5633,-12037545.18,4407192.52,102100
BC-0217,,"373,959","3,885,510","6,726",,,,,,5639,-11842498.2,4178096.205,102100
SV-0036,,"377,744","3,901,229","6,529",RG-67141,300,300,325MDER/310ABO,,5642,-11838135.62,4197458.011,102100
BC-0259,,"366,815","3,881,930","6,114",RG-82383,305,305,,,5649,-11851157.58,4173580.841,102100
EB-108,,"410,410","3,954,860","6,974",RG-62069,940,940,121TSUQs,,5650,-11798831.69,4264035.205,102100
PC-069,,"368,803","3,907,566","5,918",RG-24952,236,236,221MRSN/BBSN,,5653,-11849185.29,4205092.794,102100
EB-314,,"399,155","3,937,207","6,058",RG-14450 X,12,12,112ANCH,,5656,-11812438.2,4242084.294,102100
AR-0079,,"238,162","4,086,870","5,738",X,,,,,5657,-12015633.17,4423996.656,102100
BC-0285,,"380,989","3,888,240","6,877",,,,,,5658,-11833957.3,4181561.913,102100
EB-577,,"418,590","3,945,210","7,817",RG-53002,560,560,400EMBD,,5664,-11788654.61,4252208.507,102100
SD-0177,,"381,129","3,887,310","6,900",X,240,240,325MDER,,5666,-11833771.4,4180423.074,102100
BC-0316,,"376,245","3,890,180","7,107",S-01765,,565,,,5668,-11839784.53,4183864.658,102100
EB-244,3.54E+14,"412,838","3,946,969","6,880",RG-42755 X,"2,020","1,952",121TSUQsf,,5673,-11795747.97,4254313.755,102100
BW-0818,,"326,923","3,916,410","6,037",,,200,112ANCH,,5674,-11900649.24,4215099.7,102100
SD-0178,,"381,239","3,887,190","6,878",X,,,325MDER,,5679,-11833635.13,4180277.612,102100
PC-099,,"362,089","3,908,624","5,318",RG-61931,420,420,112SNTFT,,5680,-11857423.23,4206270.425,102100
BC-0184,,"379,405","3,885,510","6,935",S-01129,400,400,,,5681,-11835847.89,4178186.947,102100
EB-050,,"419,337","3,940,770","7,543",RG-61938,380,380,400EMBD,,5682,-11787686.72,4246734.841,102100
SD-0187,,"378,506","3,885,910","6,666",X,148,148,310ABO,,5684,-11836952.25,4178662.918,102100
EB-572,,"416,549","3,962,259","6,874",RG-24424,650,650,121TSUQa,,5685,-11791361.39,4273260.546,102100
EB-142,,"413,898","3,948,792","6,944",exempt,99,99,121TSUQs,,5686,-11794466.15,4256578.54,102100
SV-0034,,"376,872","3,898,746","6,727",RG-66547,400,400,325MDER/400SAND,,5690,-11839160.92,4194392.868,102100
EB-318,,"404,175","3,938,256","6,263",RG-22251 X5,250,250,121TSUQs,,5691,-11806285.81,4243446.908,102100
TC-221,3.65E+14,"414,471","4,068,880","8,386",X,"1,160","1,160",110AVMB,,5692,-11795221.24,4405961.563,102100
SD-0090,,"385,251","3,870,280","7,130",X,25,25,325MDER,,5697,-11828474.6,4159612.651,102100
TO-0397,,"402,999","3,877,800","6,248",,,,112QTBF,,5698,-11806933.61,4169079.027,102100
SD-0219,,"393,168","3,886,150","6,530",X,203,203,050QUAL,,5709,-11819049.66,4179183.576,102100
EM-0002,,"194,249","3,882,640","7,313",X,11,11,,,5711,-12061648.25,4169347.432,102100
EB-352,,"405,988","3,934,482","6,292",X,,152,112ANCH,,5717,-11804009.72,4238814.654,102100
EB-256,3.55E+14,"416,720","3,962,160","6,917",X,315,315,121TSUQa,,5728,-11791149.59,4273140.043,102100
EB-476,3.54E+14,"412,862","3,948,426","6,872",RG-01117,"1,523",725,121TSUQs,,5730,-11795736.02,4256113.897,102100
TO-0396,,"395,711","3,869,130","6,420",,,132,325MDER,,5731,-11815705.83,4158358.043,102100
BC-0155,,"381,831","3,891,470","6,959",S-01992,490,490,,,5736,-11832980.21,4185539.483,102100
EB-164,3.54E+14,"405,489","3,949,905","6,612",RG-72349,740,740,121TSUQs,,5740,-11804823.59,4257848.105,102100
BC-0169,,"379,456","3,885,390","6,976",,,,,,5743,-11835783.67,4178040.579,102100
SD-0233,,"376,775","3,891,990","6,959",X,19,19,110ALVM,,5747,-11839167.07,4186095.099,102100
TC-204,,"436,395","4,064,876","7,618",RG-51763,500,500,,,5749,-11767842.26,4401187.127,102100
SD-0311,,"371,074","3,906,440","6,548",X,300,300,325MDER,,5752,-11846385.73,4203748.686,102100
PP-027,,"435,782","4,005,471","7,371",RG-38097,105,105,123PICSu,,5753,-11768057.79,4327061.202,102100
BC-0164,,"379,627","3,900,287","6,423",RG-66342 POD2,290,290,325MDER,,5757,-11835816.85,4196331.645,102100
EB-054,,"418,144","3,939,430","7,288",RG-19702,185,185,400EMBD,,5759,-11789137.7,4245067.456,102100
SV-0121,,"377,415","3,901,138","6,559",RG-89665,300,300,310ABO,,5767,-11838536.56,4197340.714,102100
BC-0167,,"378,819","3,885,650","6,886",S-00923,380,380,,,5774,-11836565.77,4178349.109,102100
BC-0198,,"379,373","3,871,460","7,516",,,600,,,5775,-11835659.71,4160964.967,102100
EB-222,3.53E+14,"404,457","3,937,957","6,264",RG-22251 X8,220,220,112ANCH/121TSUQs,,5782,-11805935.44,4243081.69,102100
TO-0459,,"403,641","3,879,470","6,232",,,165,310GLOR,,5784,-11806171.78,4171134.645,102100
EB-361,,"405,210","3,944,796","6,449",RG-75063,500,500,121TSUQs,,5785,-11805099.82,4251533.678,102100
EB-606,3.53E+14,"405,006","3,936,039","6,347",Exempt,"1,365",640,121TSUQae,,5791,-11805235.94,4240722.494,102100
BW-0827,,"385,913","4,009,700","6,057",,,624,112ANCH,,5798,-11829859.91,4331686.292,102100
EB-087,,"415,570","3,955,485","7,050",RG-49682,400,400,121TSUQs,,5799,-11792487.9,4264870.5,102100
AR-0075,,"238,293","4,087,200","5,733",X,,,,,5804,-12015482.4,4424415.237,102100
AR-0072,,"234,462","4,082,686","5,653",SJ-03720,21,21,,,5805,-12020086.57,4418611.462,102100
SD-0195,,"382,001","3,885,060","6,946",X,29,29,325MDER,,5806,-11832670.6,4177676.799,102100
EB-684,,"408,015","3,925,695","6,249",RG-68596,560,560,123ESPN,,5807,-11801409.67,4228007.431,102100
BC-0272,,"374,687","3,888,560","7,050",S-02715,,500,,,5811,-11841660.67,4181850.41,102100
AR-0003,,"226,176","4,076,850","5,497",X,,27,,,5814,-12030184.97,4410976.901,102100
EB-671,,"403,283","3,944,985","6,364",RG-89039,900,700,121TSUQs,,5815,-11807471.39,4251741.47,102100
SD-0238,,"376,010","3,892,170","6,985",X,55,55,110ALVM,,5816,-11840104.91,4186303.239,102100
PP-036,,"435,833","4,004,547","7,408",RG-66757,105,105,123PICSm,,5822,-11767986.24,4325912.757,102100
BC-0248,,"377,850","3,892,070","6,798",S-02775 POD4,283,268,,,5823,-11837854.72,4186211.172,102100
PC-094,,"365,113","3,908,884","5,537",RG-65361,595,595,112SNTFP,,5826,-11853726.15,4206646.44,102100
EB-074,,"417,900","3,953,575","7,465",RG-32910,427,427,325MDER,,5827,-11789598.05,4262536.249,102100
SD-0261,,"377,811","3,892,280","6,805",X,102,102,110ALVM,,5829,-11837905.84,4186468.311,102100
PC-020,,"369,704","3,910,063","5,732",X,320,320,211MENFU,,5831,-11848126.63,4208179.488,102100
BC-0051,,"377,718","3,888,900","6,941",S-00379,245,245,,,5833,-11837963.77,4182318.387,102100
EB-184,,"405,742","3,940,510","6,387",RG-69931,800,800,121TSUQs,,5834,-11804390.03,4246249.244,102100
EB-020,,"414,949","3,943,269","7,050",RG-21469,658,658,121TSUQe/123ESPN,,5836,-11793108.5,4249769.61,102100
BC-0160,3.51E+14,"376,503","3,891,950","6,967",S-00660,260,260,313SADG,,5841,-11839498.79,4186041.452,102100
EB-153,,"412,105","3,951,100","7,011",exempt,362,352,121TSUQs,,5853,-11796699.62,4259408.668,102100
SD-0308,,"371,088","3,906,670","6,428",X,86,86,325MDER/310ABO,,5857,-11846372.62,4204031.701,102100
BC-0276,,"368,143","3,880,560","5,880",,,,,,5858,-11849512.39,4171924.946,102100
TO-0453,,"398,838","3,882,260","6,344",,,400,112QTBF,,5862,-11812071.67,4174491.735,102100
EB-470,,"416,356","3,955,378","7,120",RG-78582,770,770,121TSUQsa,,5864,-11791519.14,4264747.414,102100
EB-601,,"406,530","3,951,847","6,669",X,765,765,121TSUQs,,5869,-11803568.18,4260261.471,102100
SD-0120,,"365,723","3,880,140","5,870",X,500,500,110ALVM/400PREC,,5878,-11852458.19,4171366.669,102100
EB-571,,"419,795","3,952,766","7,938",RG-19271 S,365,365,325MDER,,5879,-11787256.9,4261557.662,102100
SD-0128,,"375,537","3,887,960","6,794",X,45,45,210MNCS,,5880,-11840612.31,4181128.57,102100
BC-0275,,"367,995","3,881,600","6,088",,,,,,5882,-11849711.44,4173197.34,102100
SV-0050,,"378,530","3,898,960","6,570",RG-67548,400,400,325MDER,,5895,-11837136.82,4194683.315,102100
EB-100,,"416,340","3,958,560","6,918",RG-38879,250,250,121TSUQsf,,5899,-11791575.8,4268682.122,102100
SD-0076,,"383,353","3,877,930","7,002",X,,,325MDER,,5901,-11830907.97,4168955.735,102100
EB-178,,"414,484","3,958,445","6,831",RG-03338X,307,307,121TSUQsf,,5908,-11793859.85,4268517.972,102100
EB-326,,"399,072","3,942,360","6,192",RG-65488,300,300,121TSUQs,,5909,-11812611.82,4248442.695,102100
SV-0028,,"377,822","3,899,842","6,571",RG-71816,375,375,325MDER,,5911,-11838017.26,4195755.143,102100
EB-027,,"420,106","3,932,825","7,056",RG-38352,470,470,400EMBD,,5915,-11786654.31,4236940.419,102100
EB-485,,"394,780","3,966,031","5,514",RG-20516 S8,925,910,121CHMTv,,5920,-11818232.19,4277641.183,102100
SD-0255,,"374,455","3,889,100","7,008",X,55,55,110ALVM/231SNRS,,5923,-11841953.2,4182509.093,102100
EB-152,,"411,521","3,950,411","6,929",exempt,380,371,121TSUQs,,5932,-11797409.68,4258550.086,102100
EB-065,,"405,560","3,954,130","6,690",RG-31487,785,785,121TSUQsf/121TSUQs,,5935,-11804791.54,4263070.578,102100
EB-576,,"416,950","3,961,570","6,948",RG-30778 X,500,500,121TSUQa,,5936,-11790859.44,4272412.715,102100
AR-0025,,"223,102","4,073,990","5,600",SJ-03614,48,48,,,5948,-12033899.52,4407274.375,102100
BC-0092,,"374,002","3,884,570","6,559",S-02013,,100,,,5954,-11842429.77,4176943.969,102100
EB-082,,"414,625","3,957,245","6,919",RG-58461 X,916,916,121TSUQsf,,5957,-11793671.99,4267035.587,102100
SV-0071,,"377,981","3,899,322","6,610",RG-67192,370,370,325MDER,,5961,-11837814.2,4195118.941,102100
SV-0108,,"380,260","3,898,096","6,639",RG-84111,460,460,325MDER,,5963,-11835007.09,4193650.323,102100
EB-386,,"404,058","3,938,572","6,303",RG-69607,900,900,121TSUQsa,,5965,-11806433.72,4243835.296,102100
BC-0147,,"376,564","3,890,480","7,080",S-01511,680,680,,,5967,-11839399.78,4184238.183,102100
PC-087,,"372,309","3,907,040","6,151",X,,,318ABO,,5971,-11844884.58,4204507.974,102100
EB-436,,"413,947","3,933,707","6,646",RG-50331,380,380,121TSUQa/112ANCH,,5976,-11794226.85,4237957.694,102100
EB-330,,"399,133","3,935,759","6,063",RG-34701 S,100,100,112ANCH,,5979,-11812445.12,4240297.597,102100
BC-0309,,"380,784","3,884,540","7,026",,,,,,5982,-11834148.36,4177019.478,102100
EB-648,3.55E+14,"399,745","3,972,721","5,570",X,70,70,110ALVM,,5987,-11812207.49,4285996.411,102100
BC-0291,,"379,628","3,892,190","6,661",,,,,,5994,-11835683.89,4186387.695,102100
EB-649,3.55E+14,"403,497","3,971,940","5,705",X,120,120,121TSUQa,,5995,-11807569.77,4285080.858,102100
EB-245,3.54E+14,"412,838","3,946,969","6,880",RG-42755 X,"2,020","1,060",121TSUQs,,5996,-11795747.97,4254313.755,102100
WL-0155,,"363,362","3,908,860","5,423",,,,,,5997,-11855869.27,4206584.477,102100
SD-0150,,"376,293","3,886,360","6,644",X,140,140,210MNCS,,6000,-11839662.24,4179178.279,102100
SV-0041,,"380,430","3,900,433","6,373",RG-71186,140,140,325MDER,,6007,-11834837.02,4196524.132,102100
WL-0027,,"281,425","3,895,326","6,379",RG-29351,450,450,211DKOT,,6010,-11955741.8,4187980.664,102100
BC-0185,,"379,195","3,885,340","6,989",S-01111,475,475,,,6013,-11836101.57,4177974.992,102100
EB-247,3.54E+14,"414,192","3,947,031","7,002",X,,,121TSUQs,,6021,-11794083.63,4254406.602,102100
BC-0218,,"373,344","3,882,460","6,276",,,,,,6028,-11843197.26,4174345.138,102100
SV-0123,,"377,189","3,901,523","6,561",X,,,318ABO,,6040,-11838819.42,4197810.019,102100
PC-091,,"369,352","3,908,014","5,823",RG-65605,175,175,221TDLT,,6044,-11848521.23,4205653.453,102100
EB-062,,"410,000","3,948,716","6,849",RG-38270,460,460,121TSUQs,,6045,-11799259.7,4256436.942,102100
LC-025,,"400,000","3,936,280","6,087",X,18,18,112ANCH/110ALVM,,6047,-11811387.51,4240952.354,102100
EB-603,,"403,984","3,950,389","6,559",RG-74926,700,700,121TSUQs,,6051,-11806681.33,4258426.199,102100
EB-311,,"399,784","3,938,011","6,096",RG-71045,180,180,112ANCH/121TSUQe,,6054,-11811676.68,4243085.056,102100
SD-0089,,"385,075","3,871,220","7,232",X,,,325MDER,,6058,-11828703.61,4160761.191,102100
PC-016,,"369,214","3,910,364","5,667",RG-38654,345,345,112SNTFP,,6062,-11848731.93,4208540.955,102100
SD-0182,,"377,477","3,887,560","6,742",X,110,110,211MVRD,,6074,-11838236.07,4180670.195,102100
EB-675,,"411,817","3,934,903","6,556",RG-18528,719,700,121TSUQae,,6075,-11796856.81,4239407.305,102100
EB-015,,"418,000","3,943,400","7,400",RG-20524,340,340,400EMBD,,6080,-11789359.54,4249966.696,102100
WL-0062,,"340,903","3,953,588","5,868",RG-77817,45,45,111ALVM,,6087,-11884337.56,4261259.294,102100
SV-0124,,"377,537","3,901,621","6,523",RG-68381,200,200,318ABO,,6089,-11838395.34,4197936.249,102100
SD-0310,,"371,903","3,907,600","6,195",X,77,77,325MDER/310ABO,,6090,-11845391.27,4205189.433,102100
WL-0053,,"463,702","3,964,783","7,439",CR-02380,245,245,400PREC/320PENN,,1,-11733282.56,4276779.29,102100
AH-049,,"440,065","4,043,487","6,783",RG-64935,300,300,,,3,-11763081.34,4374474.41,102100
QY-0522,,"676,000","3,947,060","4,167",,66,66,110ALVM/121OGLL,,8,-11472125.48,4252803.333,102100
QU-022,,"445,801","4,067,711","7,600",RG-61625,139,139,,,10,-11756139.1,4404818.266,102100
MI-0281,,"497,201","3,954,592","6,538",,,,211GRRS/211DKOT/217PRGR,,14,-11691993.27,4264262.645,102100
QU-047,,"445,927","4,066,649","7,624",RG-91725,207,207,,,16,-11755973.6,4403489.267,102100
QY-0155,,"607,278","3,893,270","4,160",,153,153,220ENRD,,18,-11557397.9,4187915.645,102100
MI-0087,,"471,129","3,924,184","6,537",,,325,321SGDC,,19,-11723967.48,4226670.02,102100
BW-0752,,"636,375","3,879,150","4,138",,,198,231DCKM,,23,-11522094.9,4170114.923,102100
CX-0041,,"579,034","4,049,460","7,175",,,127,211DKOT,,27,-11590196.87,4381743.837,102100
MI-0169,,"591,544","3,927,645","4,356",,,50,231CHNL,,31,-11576202.11,4230416.211,102100
QY-0051,,"609,299","3,880,520","4,240",,92,92,231CHNL,,32,-11555115.24,4172242.636,102100
QY-0132,,"673,281","3,881,080","3,920",,21,21,110ALVM,,39,-11477024.03,4171710.449,102100
QY-0965,,"624,713","3,873,900","4,170",,39,39,110ALVM,,41,-11536412.92,4163886.496,102100
QU-107,,"449,055","4,067,153","8,158",RG-67791,485,485,,,43,-11752077.09,4404144.496,102100
QY-0053,,"609,031","3,879,010","4,280",,100,100,110AVMB/231CHNL,,45,-11555464.44,4170395.356,102100
QU-085,,"443,803","4,062,530","7,547",X,460,400,,,48,-11758588.24,4398315.251,102100
QY-0015,,"598,890","3,882,630","4,390",,74,74,110AVMB/221MRSN,,51,-11567792.41,4174976.185,102100
MI-0120,,"590,591","3,922,842","4,797",,,145,231CHNL,,53,-11577431.08,4224509.808,102100
QY-0263,,"611,527","3,895,020","4,010",,48,48,220ENRD,,56,-11552178.08,4190001.413,102100
MI-0282,,"518,518","3,957,748","6,326",,,200,211DKOT/217PRGR,,57,-11665743.32,4268142.338,102100
TV-170,,"440,310","4,026,257","6,671",RG-73668,"2,527","2,527",122OJOC,,58,-11762628.8,4352979.079,102100
MI-0093,,"475,669","3,917,159","6,020",,,48,260SNAN,,59,-11718374.35,4218033.025,102100
QU-112,,"445,646","4,060,585","7,370",RG-32789,140,140,,,68,-11756275.97,4395895.906,102100
WL-0050,,"441,766","4,050,137","7,334",X,,,112QTBF,,78,-11761022.12,4382797.451,102100
QY-0332,,"641,180","3,890,310","4,030",,54,54,231CHNL,,79,-11516020.2,4183711.708,102100
QU-019,,"445,538","4,067,612","7,597",RG-40247,120,120,,,84,-11756466.29,4404692.183,102100
CX-0165,,"516,820","4,021,960","6,260",,,17,211PIRR,,85,-11667682.1,4347859.932,102100
UC-0089,3.64E+14,"627,202","4,054,739","5,762",CT-00876,250,250,211DKOT,,91,-11530172.39,4387619.455,102100
TO-0477,,"469,061","3,879,010","6,066",,,185,231DCKM,,97,-11726315.09,4171131.87,102100
QY-0461,,"671,286","3,925,770","3,800",,151,151,110AVMB/231SNRS,,100,-11478420.76,4226664.227,102100
WL-0015,,"507,211","3,961,445","6,371",CR-05150,245,245,210MNCS/120IRSV,,101,-11679663.78,4272736.527,102100
MI-0262,,"565,615","3,951,174","4,698",,,35,231CHNL,,102,-11607807.47,4259738.082,102100
QY-0511,,"669,080","3,941,080","4,200",,120,120,121OGLL,,103,-11480770.19,4245588.699,102100
BW-0661,,"472,478","3,892,630","6,046",,,"4,295",320PENN,,104,-11722194.44,4187858.699,102100
CX-0068,,"573,840","4,029,650","6,170",,,17,211DKOT,,108,-11596870.47,4357072.985,102100
MI-0153,,"531,698","3,929,609","5,401",,,70,231SNRS,,109,-11649635.98,4233345.46,102100
QY-0418,,"672,829","3,904,090","3,950",,285,285,231SNRS,,115,-11477039.18,4199957.802,102100
QY-0273,,"619,251","3,892,710","4,020",,235,235,231CHNL,,118,-11542772.89,4187044.27,102100
CX-0094,,"532,440","4,012,570","6,020",,,67,110ALVM,,120,-11648348.93,4336111.835,102100
QY-0074,,"626,654","3,880,380","4,140",,146,146,231CHNL,,121,-11533935.76,4171794.96,102100
QY-0078,,"626,311","3,878,840","4,140",,100,100,231CHNL,,129,-11534380.46,4169913.024,102100
TV-227,,"439,398","4,025,086","6,722",RG-83209,185,185,112LAMAb,,130,-11763750.45,4351511.703,102100
QY-0940,,"596,911","3,873,120","4,350",,44,44,110AVMB,,134,-11570332.17,4163344.986,102100
QY-0532,,"665,414","3,950,960","4,360",,109,109,121OGLL,,136,-11485047.44,4257870.186,102100
QU-084,,"443,260","4,061,278","7,348",?,256,249,,,137,-11759254.63,4396743.792,102100
QY-0341,,"652,175","3,892,010","4,117",,26,26,231CHNL,,142,-11502553.9,4185579.565,102100
MI-0057,,"474,860","3,915,699","6,016",,,65,260SNAN,,149,-11719361.07,4216232.655,102100
QU-157,,"442,873","4,050,352","7,484",X,85,85,,,160,-11759646.27,4383075.462,102100
QY-0283,,"621,661","3,889,930","4,060",,165,165,231CHNL,,162,-11539873.17,4183592.651,102100
QY-0140,,"586,766","3,889,130","4,268",,71,71,110AVMB,,163,-11582519.27,4183103.094,102100
QY-0210,,"608,723","3,892,090","4,160",,139,139,220ENRD,,166,-11555649.01,4186445.789,102100
QY-0515,,"672,909","3,941,750","4,110",,37,37,121OGLL,,167,-11476051.19,4246324.695,102100
QY-0495,,"650,798","3,940,400","4,380",,140,140,121OGLL,,168,-11503241.54,4245154.434,102100
QY-0900,,"634,001","3,865,360","4,302",,24,24,231CHNL,,169,-11525238.71,4153268.228,102100
TV-123,,"439,328","4,024,683","6,751",RG-83208,220,220,112LAMAb,,170,-11763833.81,4351008.856,102100
